P03886	MT-ND1
Q86WH2	RASSF3

Q6VAB6	KSR2

	RFC5

P40937	RFC5

O15085	ARHGEF11

Q6ZN32	ETV3L

P41162	ETV3

Q6P1W5	C1orf94

Q9NXE4	SMPD4

Q7Z408	CSMD2

	CSMD2

Q8TAT6	NPLOC4

	NPLOC4

Q15126	PMVK

P46952	HAAO

Q96AQ6	PBXIP1

O14578	CIT

	HAAO

	PBXIP1

Q8TDS5	OXER1

Q9BRQ0	PYGO2

	PYGO2

	CIT

A0A1B0GVG6	TEX54

O00232	PSMD12

	PSMD12

P21145	MAL

	NUP98

Q9UPS6	SETD1B

Q9BSG1	ZNF2

	ZNF2

Q02641	CACNB1

	HPD

P32754	HPD

A6NM11	LRRC37A2

O00233	PSMD9

	PSMD9

Q8N271	PROM2

P29353	SHC1

	PIGS

	SHC1

Q8TBY9	CFAP251

Q96GK7	FAHD2A

Q4VC05	BCL7A

	CKS1B

P61024	CKS1B

Q8WUA4	GTF3C2

	GTF3C2

	MLXIP

Q96S52	PIGS

	DENR

O43583	DENR

Q8NFF5	FLAD1

	FLAD1

	ATP6V1C2

Q6NZY4	ZCCHC8

Q8NEY4	ATP6V1C2

O15156	ZBTB7B

	ZCCHC8

Q5T1A1	DCST2

	DCST2

	CSNK1D

	DCST1

Q06190	PPP2R3A

P48730	CSNK1D

Q6JQN1	ACAD10

Q5T197	DCST1

	PPP2R3A

	ACAD10

P52948	NUP98

Q15084	PDIA6

	PDIA6

O00257	CBX4

	CBX4

P05091	ALDH2

	ALDH2

	MICAL2

Q8TBP0	TBC1D16

	TBC1D16

Q8IW41	MAPKAPK5

	MAPKAPK5

	NOL10

Q9BSC4	NOL10

	PKP2

O94851	MICAL2

	RNF213

Q99959	PKP2

Q63HN8	RNF213

P05166	PCCB

	GCC2

	PCCB

Q8IWJ2	GCC2

	ARID2

Q68CP9	ARID2

P49703	ARL4D

Q9HCI7	MSL2

	MSL2

	DHX8

Q14982	OPCML

Q96M89	CCDC138

	CCDC138

O15083	ERC2

	ERC2

Q14562	DHX8

O95936	EOMES

Q13444	ADAM15

	LIMS1

P48059	LIMS1

	GRIA4

P48058	GRIA4

Q9NP91	SLC6A20

	SLC6A20

P43268	ETV4

Q96MB7	HARBI1

	HARBI1

	ETV4

P50221	MEOX1

	ATG13

P16220	CREB1

A4FU01	MTMR11

	CREB1

Q6GQQ9	OTUD7B

	OTUD7B

	ARL17A

	METTL21A

Q8WXB1	METTL21A

Q8IVW1	ARL17A

Q6L9T8	FAM72D

A0A0K2S4Q6	CD300H

	ANKRD35

Q8N283	ANKRD35

O75143	ATG13

Q8N7R7	CCNYL1

	CCNYL1

Q13467	FZD5

Q86SG7	LYG2

	LYG2

	SNORC

O75578	ITGA10

Q6UX34	SNORC

	PEX11B

O96011	PEX11B

	LGALSL

Q07960	ARHGAP1

Q3ZCW2	LGALSL

	ARHGAP1

	MRPS25

P82663	MRPS25

Q14140	SERTAD2

Q9H9D4	ZNF408

Q8IVB5	LIX1L

Q69YU3	ANKRD34A

	ANKRD34A

	PDE1A

P00734	F2

	F2

Q9BT43	POLR3GL

	POLR3GL

Q9ULI3	HEG1

	HEG1

P54750	PDE1A

Q9H3M7	TXNIP

	IQCJ-SCHIP1

Q6ZVN8	HJV

	HJV

B3KU38	IQCJ-SCHIP1

	GNL3

Q6P3W6	NBPF10

Q9BVP2	GNL3

Q14008	CKAP5

	CKAP5

Q9BY07	SLC4A5

	SLC4A5

Q68CQ7	GLT8D1

	NBPF10

Q12830	BPTF

	BPTF

	GLT8D1

H3BTG2	TEX46

	TEX46

O75096	LRP4

	GPATCH11

	LRP4

Q5VU57	AGBL4

	SPCS1

	AGBL4

Q9Y6A9	SPCS1

Q7L4P6	BEND5

	WNT3

P61513	RPL37A

P51957	NEK4

	RPL37A

	C1orf185

Q5T7R7	C1orf185

	NEK4

Q01973	ROR1

	ITIH1

	IGFBP2

P18065	IGFBP2

	FLOT2

P24593	IGFBP5

O75379	VAMP4

	IGFBP5

Q14254	FLOT2

P09430	TNP1

Q9H2A7	CXCL16

P19827	ITIH1

	CXCL16

Q9C0B2	CFAP74

Q9P242	NYAP2

	NYAP2

Q13492	PICALM

Q86UU9	TAC4

	CFAP74

	PICALM

Q92988	DLX4

P0DPK4	NOTCH2NLC

Q86X27	RALGPS2

Q6ULP2	AFTPH

	RALGPS2

	AFTPH

O95841	ANGPTL1

	ANGPTL1

A6NCK2	TRIM43B

P10747	CD28

Q14624	ITIH4

	ITIH4

	CENPX

A8MT69	CENPX

O75319	DUSP11

	MUSTN1

	EED

Q8IVN3	MUSTN1

	FHAD1

	STIMATE-MUSTN1

O75530	EED

B1AJZ9	FHAD1

	STIMATE

Q96CN5	LRRC45

Q86TL2	STIMATE

	LRRC45

	PRSS23

O95084	PRSS23

P60763	RAC3

	RAC3

Q9ULV1	FZD4

	ITIH3

Q9BZD6	PRRG4

Q06033	ITIH3

	QSER1

	DCXR

Q96QD5	DEPDC7

Q7Z4W1	DCXR

	OTUB1

Q96FW1	OTUB1

Q14790	CASP8

	TTC21A

Q8NDW8	TTC21A

	CASP8

Q8NGB4	OR4S1

Q8NH37	OR4C3

Q8NGB2	OR4C5

	KDM4F

Q96GW9	MARS2

	GPS1

	BOLL

Q8N9W6	BOLL

Q92851	CASP10

	CASP10

P61073	CXCR4

	CXCR4

	TTLL3

Q13098	GPS1

O43432	EIF4G3

	EIF4G3

Q9Y4R7	TTLL3

P01350	GAST

	HAP1

	MARK2

Q68DE3	USF3

P54257	HAP1

	USF3

Q7KZI7	MARK2

Q9GZZ1	NAA50

P27987	ITPKB

	NAA50

P31949	S100A11

Q5QJ38	TCHHL1

Q6XPR3	RPTN

Q86YZ3	HRNR

P14923	JUP

Q8N660	NBPF15

	JUP

	NBPF15

Q8N2H9	PELI3

Q8IYS0	GRAMD1C

	GRAMD1C

	PELI3

Q92791	P3H4

	P3H4

Q8N5J2	MINDY1

	MINDY1

	FKBP10

Q3C1V0	MS4A18

Q9H6F5	CCDC86

	CCDC86

Q9NUD9	PIGV

	PIGV

Q9Y5Y4	PTGDR2

P12268	IMPDH2

	IMPDH2

	LIMS4

P60852	ZP1

	ZP1

Q96AY3	FKBP10

P0CW20	LIMS4

	C11orf80

Q9NUE0	ZDHHC18

	ZDHHC18

Q969T7	NT5C3B

P31947	SFN

Q9H9Y4	GPN2

	GPN2

	GPATCH3

Q96I76	GPATCH3

	NUDC

	RGPD6

Q99666	RGPD6

Q9Y266	NUDC

Q2TAL8	QRICH1

Q15466	NR0B2

	QRICH1

Q6NT89	TRNP1

	NT5C3B

	TRNP1

Q96A09	TENT5B

Q9BY67	CADM1

	CATSPER4

Q7RTX7	CATSPER4

C9JBD0	KRBOX1

	CADM1

C9JBD0	

O95625	ZBTB11

	ZBTB11

Q6P2H3	CEP85

	CARD14

	CEP85

Q9BXL6	CARD14

Q9H9Z2	LIN28A

Q9HC78	ZBTB20

	ZBTB20

	FANCL

Q5T124	UBXN11

	GPX1

P07203	GPX1

	UBXN11

O00623	PEX12

	PEX12

	PPP1R15B

Q5SWA1	PPP1R15B

Q9Y2T1	AXIN2

	AXIN2

Q9NW38	FANCL

Q96MA1	DMRTB1

Q86YT9	JAML

Q8NBF1	GLIS1

	JAML

	GLIS1

Q6AZZ1	TRIM68

Q8N8E3	CEP112

	TRIM68

	CEP112

Q9BTX1	NDC1

Q9BZK7	TBL1XR1

Q8NGK6	OR52I1

	TBL1XR1

P53816	PLAAT3

	PLAAT3

	RGS7

Q8IZL2	MAML2

P49802	RGS7

	VPS51

P02749	APOH

	APOH

Q9UID3	VPS51

Q16534	HLF

	CTLA4

	HLF

P16410	CTLA4

Q8IUM7	NPAS4

Q15546	MMD

	MMD

P34972	CNR2

A0A1B0GVT2	SMIM36

O43464	HTRA2

A0A1B0GUV1	C17orf114

	HTRA2

Q9NPJ4	PNRC2

	PNRC2

P0C7T3	OR56A5

	TIMP2

Q99704	DOK1

P16035	TIMP2

O75494	SRSF10

P51787	KCNQ1

Q96MC4	CEP295NL

	CEP295NL

	DOK1

	SRSF10

Q3B820	FAM161A

	FAM161A

Q8TBZ2	MYCBPAP

	MYCBPAP

	OR3A3

Q8TE85	GRHL3

	GRHL3

	KMT2A

P50991	CCT4

	IL36G

Q9NZH8	IL36G

Q8N6R0	METTL13

Q9UHA7	IL36A

Q9NZH7	IL36B

Q03164	KMT2A

Q8WWZ1	IL1F10

P18510	IL1RN

	IL1RN

Q9BWT1	CDCA7

	CDCA7

	DNM3

P16144	ITGB4

Q9UBH0	IL36RN

Q9UQ16	DNM3

	IL36RN

Q6P995	FAM171B

	ITGB4

Q92535	PIGC

	OR3A2

O95561	C1orf105

	C1orf105

Q5VUJ9	EFCAB2

P60842	EIF4A1

	EFCAB2

	EIF4A1

O00408	PDE2A

	CRLF3

Q99102	MUC4

	PDE2A

Q8IUI8	CRLF3

P78363	ABCA4

	ABCA4

O15151	MDM4

Q96QE3	ATAD5

	ATAD5

	NLGN1

Q96QE5	TEFM

	TEFM

Q8N2Q7	NLGN1

	MDM4

	ITGAV

P06756	ITGAV

	NMNAT3

Q96T66	NMNAT3

Q92522	H1-10

	H1-10

Q9BST9	RTKN

	RTKN

P21359	NF1

	NF1

Q9UEW8	STK39

	STK39

	IFIH1

Q9BYX4	IFIH1

	ARID1A

O14497	ARID1A

	CXCR2

O94966	USP19

P25025	CXCR2

	USP19

Q6ZNE9	RUFY4

Q96P48	ARAP1

	RUFY4

	CYBC1

	ACP3

Q9BQA9	CYBC1

Q6BEB4	SP5

O94967	WDR47

	ARAP1

P15309	ACP3

	WDR47

	GAD1

Q3BBV0	NBPF1

P0C7M6	IQCF3

	IQCF3

	NFKBIZ

	PYCR2

	STARD10

Q96C36	PYCR2

Q99259	GAD1

Q9BYH8	NFKBIZ

Q9Y365	STARD10

Q13291	SLAMF1

P08138	NGFR

	NGFR

	ITGA3

	GORASP2

	ATG16L2

Q9H8Y8	GORASP2

	NLRC4

Q9NPP4	NLRC4

	ERICH2

Q8NAA4	ATG16L2

A1L162	ERICH2

P26006	ITGA3

	NRDC

P17022	ZNF18

	ZNF18

Q8NCQ7	PROCA1

	PROCA1

	PITPNC1

O43847	NRDC

Q9UKF7	PITPNC1

P49792	RANBP2

	RANBP2

P47881	OR3A1

Q8TCW9	PROKR1

Q13136	PPFIA1

	SLC38A3

	TRPV3

P42331	ARHGAP25

	ARHGAP25

Q99624	SLC38A3

Q9UNN5	FAF1

	FAF1

P83731	RPL24

	RPL24

Q8NET8	TRPV3

	OR4C45

Q9Y520	PRRC2C

	NXPE3

Q969Y0	NXPE3

	PRRC2C

Q9H9Q2	COPS7B

	COPS7B

	MAP4

Q6AI08	HEATR6

	HEATR6

P14868	DARS1

	DARS1

Q9P2J2	IGSF9

P27816	MAP4

Q9Y6F6	IRAG1

Q8TC57	M1AP

	M1AP

Q6L8Q7	PDE12

	PDE12

	IRAG1

	CA4

P22748	CA4

P18085	ARF4

	ARF4

	SEMA4F

O95754	SEMA4F

P27352	CBLIF

Q9BW92	TARS2

	CBLIF

Q8IWF6	DENND6A

	DENND6A

	TARS2

P20061	TCN1

A0A2R8YFM6	OOSP3

Q8NFA0	USP32

	USP32

Q96HJ5	MS4A3

	TDRKH

P54764	EPHA4

	EPHA4

	MS4A2

Q01362	MS4A2

	BCAS3

O14793	MSTN

	SSU72L5

	SSU72L2

	SSU72L4

	SSU72L3

	SSU72L1

Q8NGK2	OR52B4

Q9Y2W6	TDRKH

	TRIM21

P49441	INPP1

P19474	TRIM21

	INPP1

	BEST1

	HIBCH

O76090	BEST1

Q9H6U6	BCAS3

	FTH1

P02794	FTH1

Q86T75	NBPF11

Q15024	EXOSC7

	NBPF11

P05452	CLEC3B

	CLEC3B

Q6NVY1	HIBCH

	INCENP

Q13207	TBX2

	TBX2

	TBX4

P57082	TBX4

Q86VW0	SESTD1

	SESTD1

A8MXZ3	KRTAP9-1

Q9NQS7	INCENP

Q04721	NOTCH2

	NOTCH2

O95968	SCGB1D1

O75556	SCGB2A1

	GRN

O95969	SCGB1D2

	SCGB2A2

Q13296	SCGB2A2

Q6XE38	SCGB1D4

P28799	GRN

	GPR137

Q96N19	GPR137

Q9UKJ3	GPATCH8

	GPATCH8

Q4AE62	GTDC1

Q14332	FZD2

Q96AM1	MRGPRF

	MRGPRF

Q9BRQ4	CFAP300

	CFAP300

	GTDC1

	KSR1

Q8IVT5	KSR1

Q01814	ATP2B2

P46937	YAP1

	PATJ

Q8NG68	TTL

	ATP2B2

	YAP1

	BIRC3

P48066	SLC6A11

Q13489	BIRC3

	BIRC2

	BRCA1

Q13490	BIRC2

Q8NI35	PATJ

Q9H9Y6	POLR1B

	POLR1B

Q8N131	TMEM123

P01160	NPPA

	NPPA

	TMEM123

Q15726	KISS1

P09237	MMP7

O60882	MMP20

	CHCHD5

Q9BSY4	CHCHD5

Q8IYA6	CKAP2L

Q6P0Q8	MAST2

	CKAP2L

	MAST2

P01583	IL1A

P54646	PRKAA2

Q9HCK4	ROBO2

	ROBO2

	NCAM1

P13591	NCAM1

	SEMA4A

P38398	BRCA1

Q9UI10	EIF2B4

	EIF2B4

Q9H3S1	SEMA4A

	ZDHHC3

Q9NYG2	ZDHHC3

Q9H6B1	ZNF385D

	ZNF385D

Q16719	KYNU

	TTC12

P10253	GAA

	KYNU

	ARHGAP15

	CEP97

Q8IW35	CEP97

Q53QZ3	ARHGAP15

Q9H892	TTC12

Q96S94	CCNL2

	CCNL2

Q8NFD2	ANKK1

	ANKK1

Q8NAX2	KDF1

	VTCN1

	KAT7

Q7Z7D3	VTCN1

P14416	DRD2

	DRD2

	SIDT2

O95251	KAT7

Q9H582	ZNF644

Q8NDH6	ICA1L

	ICA1L

Q8N668	COMMD1

	COMMD1

Q8NBJ9	SIDT2

Q5TCH4	CYP4A22

	CYP4A22

A8MXV6	CDRT15L2

	CDRT15L2

Q8NEL0	CCDC54

Q6TDP4	KLHL17

	KLHL17

P52198	RND2

Q8WUM9	SLC20A1

	SLC20A1

Q8IW92	GLB1L2

	TRIM46

Q7Z4K8	TRIM46

Q9P2W7	B3GAT1

Q15648	MED1

	MED1

Q14814	MEF2D

	SDHD

P31483	TIA1

	TIA1

O14521	SDHD

Q9NYV4	CDK12

	CDK12

	DIO1

P49895	DIO1

	PCYOX1

A6NFU0	FAM187A

Q9UHG3	PCYOX1

Q9BTF0	THUMPD2

	MEN1

	THUMPD2

Q8WY36	BBX

O00255	MEN1

	BBX

	VMP1

Q96GC9	VMP1

	ATG2A

	SCN1A

Q2TAZ0	ATG2A

Q9UJT1	TUBD1

	TUBD1

P35498	SCN1A

P23443	RPS6KB1

Q96SQ7	ATOH8

	RPS6KB1

Q5M7Z0	RNFT1

	RNFT1

O14757	CHEK1

	CHEK1

P26436	ACRV1

	MUC1

Q9UNP4	ST3GAL5

	RAP1GAP2

Q684P5	RAP1GAP2

	ST3GAL5

P15941	MUC1

Q08722	CD47

Q9H4L4	SENP3

	CD47

	SENP3

P61328	FGF12

	SREBF1

	FGF12

P41143	OPRD1

P36956	SREBF1

	GCKR

O75394	MRPL33

	MRPL33

Q96PP8	GBP5

	GBP5

O95661	DIRAS3

Q9H477	RBKS

Q14241	ELOA

	RBKS

P35914	HMGCL

	HMGCL

P15408	FOSL2

P04066	FUCA1

	FOSL2

	HCRTR1

O43613	HCRTR1

	PLB1

Q6ZVM7	TOM1L2

	TOM1L2

	GOLGA4

Q13439	GOLGA4

	DRC3

Q6P1J6	PLB1

Q07092	COL16A1

	PRKAR2A

Q9H069	DRC3

	COL16A1

	MYOCOS

A0A1B0GUC4	MYOCOS

P13861	PRKAR2A

	ATPAF2

Q8N5M1	ATPAF2

Q5MJ70	SPDYA

P49189	ALDH9A1

	SPDYA

Q5JQS5	OR2B11

Q8NGY6	OR6N2

Q71DI3	H3C15

	TRMT61B

Q5QNW6	H2BC18

	PLOD2

P62805	H4C15

Q6FI13	H2AC19

Q9BVS5	TRMT61B

Q8IVV7	GID4

	GID4

Q5VWK0	NBPF6

	NBPF6

Q15061	WDR43

	DRG2

	WDR43

	TOGARAM2

O00469	PLOD2

Q6ZUX3	TOGARAM2

Q9NZC9	SMARCAL1

	SMARCAL1

	CCR9

P51686	CCR9

P46094	XCR1

	XCR1

P55039	DRG2

	ARHGEF33

A8MVX0	ARHGEF33

Q58WW2	DCAF6

	DCAF6

O75159	SOCS5

	SOCS5

Q6FI13	H2AC18

Q16778	H2BC21

P62805	H4C14

Q8NI22	MCFD2

	TRMT13

Q9NUP7	TRMT13

Q71DI3	H3C14

	MCFD2

	SACM1L

Q96JE7	SEC16B

	STPG4

Q8N801	STPG4

	SEC16B

Q9UKN7	MYO15A

	MYO15A

Q9UHD0	IL19

Q5TA81	LCE2C

Q8N628	OR2C3

Q7Z572	SPATA21

P0DP24	CALM2

	CALM2

Q9NTJ5	SACM1L

	EPCAM

P16422	EPCAM

	ATP6V1A

P38606	ATP6V1A

	PRPSAP2

Q9Y2W7	KCNIP3

	KCNIP3

O60256	PRPSAP2

Q96BY6	DOCK10

	DOCK10

A0PJK1	SLC5A10

A6ND36	FAM83G

	FAM83G

Q9HB58	SP110

	SP110

Q14BN4	SLMAP

	SLMAP

Q9UPT9	USP22

	USP22

	DHRS7B

Q6IAN0	DHRS7B

	ADGRL2

P17152	TMEM11

O95490	ADGRL2

Q8N6N6	NATD1

	MAP2K3

	GRM7

Q14831	GRM7

P46734	MAP2K3

Q8NAT1	POMGNT2

P51801	CLCNKB

	CLCNKB

P58872	RHBDL3

	RHBDL3

	C17orf75

Q9NPH3	IL1RAP

Q5TIE3	VWA5B1

	IL1RAP

	VWA5B1

Q9HAS0	C17orf75

Q5T5A8	LCE3C

	PSMD11

O60739	EIF1B

	GTF2E1

P56696	KCNQ4

O00231	PSMD11

P29083	GTF2E1

	KCNQ4

Q96RK1	CITED4

	SLFNL1

Q499Z3	SLFNL1

P62829	RPL23

	RPL23

Q14847	LASP1

	LASP1

Q9Y2K9	STXBP5L

	STXBP5L

	STAT1

Q13835	PKP1

P42224	STAT1

	LASP1NB

Q5MNV8	FBXO47

P41743	PRKCI

O00515	LAD1

	LAD1

P51148	RAB5C

	RAB5C

	SKIL

P12757	SKIL

Q9Y5J5	PHLDA3

O75508	CLDN11

	GHDC

Q8N2G8	GHDC

Q8TBB6	SLC7A14

P21291	CSRP1

A7MCY6	TBKBP1

	TBKBP1

	CSRP1

Q9H9Q4	NHEJ1

	NHEJ1

	MPHOSPH10

Q9BZF2	OSBPL7

O00566	MPHOSPH10

	OSBPL7

Q3SY56	SP6

Q96P70	IPO9

	SP2

	IPO9

Q9NY15	STAB1

Q02086	SP2

Q96DD7	SHISA4

	STAB1

	PNPO

	NT5DC2

Q9NVS9	PNPO

Q9H857	NT5DC2

Q9BU68	PRR15L

	UQCC5

Q8WVI0	UQCC5

	TTC7A

	CDK5RAP3

Q9ULT0	TTC7A

Q96JB5	CDK5RAP3

	NAV1

Q8NEY1	NAV1

P43403	ZAP70

P0C025	NUDT17

	C2orf16

	PIAS3

Q9Y6X2	PIAS3

O43516	WIPF1

	WIPF1

	COPZ2

Q9P299	COPZ2

	NFE2L1

Q9Y5S9	RBM8A

Q14494	NFE2L1

P82675	MRPS5

	MRPS5

Q86U86	PBRM1

P52907	CAPZA1

	PBRM1

Q96K75	ZNF514

	ZNF514

	SPATA20

Q8TB22	SPATA20

	PRPF40A

O75400	PRPF40A

O15527	OGG1

P08134	RHOC

	OGG1

	MFSD2B

A6NFX1	MFSD2B

	RHOC

Q9H6R7	WDCP

	WDCP

P68106	FKBP1B

	FKBP1B

Q7Z5A8	TAFA3

Q9Y3B4	SF3B6

	FAM228B

	INTS2

P0C875	FAM228B

Q9H0H0	INTS2

Q53FA7	TP53I3

	TP53I3

Q8NHR9	PFN4

	PFN4

Q9UHV7	MED13

	FYTTD1

	MED13

Q96QD9	FYTTD1

P52564	MAP2K6

	MAP2K6

Q92622	RUBCN

	RUBCN

Q9HCE1	MOV10

	MOV10

	ATP11B

	DNAH17

Q9NZM3	ITSN2

	ITSN2

Q9UFH2	DNAH17

Q9Y2G3	ATP11B

Q86W67	FAM228A

	FAM228A

	SLC4A1AP

Q9BWU0	SLC4A1AP

	TAF12

Q16514	TAF12

Q96GG9	DCUN1D1

	C2orf73

Q8N5S3	C2orf73

	DCUN1D1

	TAF13

Q15438	CYTH1

Q15543	TAF13

	CYTH1

Q96RQ3	MCCC1

	MCCC1

	SPTBN1

P10644	PRKAR1A

	PRKAR1A

Q01082	SPTBN1

P07814	EPRS1

	EPRS1

Q9UQV4	LAMP3

	LAMP3

	EML6

Q6ZMW3	EML6

O95861	BPNT1

O75155	CAND2

	CAND2

	BPNT1

Q9NSE4	IARS2

Q6DN90	IQSEC1

	IQSEC1

C9J202	ALG1L2

	ALG1L2

Q9NQC3	RTN4

Q5FWE3	PRRT3

	RTN4

Q8IV35	WDR49

	WDR49

	UGP2

	TP53

Q9H2M9	RAB3GAP2

	RAB3GAP2

	RBP1

P09455	RBP1

Q16851	UGP2

P49789	FHIT

	FHIT

P51965	UBE2E1

	UBE2E1

	REEP1

Q9H902	REEP1

Q9NYS0	NKIRAS1

	NKIRAS1

Q9Y3E7	CHMP3

P04637	TP53

O00237	RNF103

	RPL15

P61313	RPL15

Q6DCA0	AMMECR1L

	AMMECR1L

Q14995	NR1D2

P35052	GPC1

	NR1D2

	GPC1

Q9HC97	GPR35

Q96LR5	UBE2E2

	UBE2E2

	NEK10

O75771	RAD51D

Q6ZWH5	NEK10

	RAD51D

Q3MIT2	PUS10

	PUS10

	PEX13

Q92968	PEX13

Q5VT25	CDC42BPA

	CDC42BPA

	REL

Q04864	REL

Q5NDL2	EOGT

	SRSF2

Q01130	SRSF2

P56937	HSD17B7

	EOGT

	HSD17B7

P63027	VAMP2

	VAMP2

Q14667	BLTP2

	MACF1

	BLTP2

P82094	TMF1

	TMF1

	ANKMY1

Q9P2S6	ANKMY1

Q8TBC4	UBA3

	UBA3

O75915	ARL6IP5

	ARL6IP5

Q0VAK6	LMOD3

Q76M96	CCDC80

	CCDC80

O14713	ITGB1BP1

	ITGB1BP1

Q6Q8B3	CD200R1L

	CD200R1L

P17677	GAP43

	CPSF3

Q13449	LSAMP

	LSAMP

Q9UKF6	CPSF3

	IAH1

Q2TAA2	IAH1

P43251	BTD

	BTD

P27348	YWHAQ

	YWHAQ

A0PJZ3	GXYLT2

	GXYLT2

	PPP4R2

Q9NY27	PPP4R2

Q6P2I7	EBLN2

Q9UPN3	MACF1

P78536	ADAM17

P16278	GLB1

	ADAM17

	GLB1

Q6ZT21	TMPPE

P52951	GBX2

	GBX2

O75718	CRTAP

	CRTAP

O60279	SUSD5

	SUSD5

Q9UPQ3	AGAP1

	AGAP1

P13521	SCG2

	SCG2

Q9UKC9	FBXL2

Q8IWB7	WDFY1

	WDFY1

Q9H9J2	MRPL44

	CCDC190

Q86UF4	CCDC190

P07093	SERPINE2

	FBXL2

Q92569	PIK3R3

	SERPINE2

	AP1S3

	PIK3R3

	P3R3URF-PIK3R3

Q96PC3	AP1S3

Q9H871	RMND5A

O60635	TSPAN1

A0A087WWA1	P3R3URF

P10966	CD8B

Q96LR2	LURAP1

Q9NZI7	UBP1

	UBP1

	CD8B

	RAD54L

Q9BSH3	NICN1

	NICN1

P01732	CD8A

Q92698	RAD54L

P55145	MANF

	MANF

	CD8A

Q8NDT2	RBM15B

Q9Y4B6	DCAF1

Q9Y4B4	RAD54L2

	RAD54L2

Q8IZS8	CACNA2D3

	CACNA2D3

	NFE2L2

Q16236	NFE2L2

Q6NXP0	EFCAB12

	EFCAB12

	RYK

P34925	RYK

Q7L775	EPM2AIP1

	EPM2AIP1

Q8WZA1	POMGNT1

	POMGNT1

	ODC1

P11926	ODC1

Q9H2G9	BLZF1

	BLZF1

Q96P26	NT5C1B

	NT5C1B

Q5TID7	CCDC181

	CCDC181

O60779	SLC19A2

	SLC19A2

P12259	F5

	F5

Q9NP74	PALMD

	PALMD

Q69YW2	STUM

	STUM

	FCGR2C

P51991	HNRNPA3

	HNRNPA3

	ZNF892

Q3T8J9	GON4L

	MAP4K4

	MLH1

Q12836	ZP4

Q9Y536	PPIAL4A

Q9HAB8	PPCS

O95819	MAP4K4

	PPCS

P40692	MLH1

A0A0B4J2A2	PPIAL4C

F5H284	PPIAL4D

A0A075B759	PPIAL4E

P0DN26	PPIAL4F

P0DN37	PPIAL4G

A0A075B767	PPIAL4H

A6NCI8	C2orf78

Q9NU39	FOXD4L1

A0A286YFB4	SCYGR2

A0A286YF46	SCYGR5

A0A286YF01	SCYGR7

A0A286YFG1	SCYGR8

	SPATA3

Q8NHX4	SPATA3

A0A1B0GUA6	CCDC195

A0A286YEY9	SCYGR1

A0A286YF60	SCYGR3

A0A286YF77	SCYGR6

Q9BTP6	ZBED2

	PLCXD2

Q0VAA5	PLCXD2

Q9UBP9	GULP1

	GULP1

	NBAS

Q86SQ0	PHLDB2

	PHLDB2

	ABHD10

Q9NUJ1	ABHD10

Q9UI15	TAGLN3

	TAGLN3

	GATA2

P23769	GATA2

A2RRP1	NBAS

Q9UPW6	SATB2

	SATB2

	ABI3BP

Q7Z7G0	ABI3BP

P43354	NR4A2

	NR4A2

