Entry	PROSITE
Q9C0A0	PS50026;PS01285;PS01286;PS50022;PS51406;PS50025;
Q9C0A1	PS00027;PS50071;PS00028;PS50157;
Q9C0A6	PS50280;
Q9C0B0	PS50103;
Q9C0B1	
Q9C0B2	
Q9C0B5	PS50216;
Q9C0C2	
Q9C0C4	PS50835;PS51004;
Q9C0C6	
Q9C0C7	PS00678;PS50082;PS50294;
Q9C0C9	PS50127;
Q9C0D0	PS51073;
Q9C0D2	
Q9C0D3	PS51450;
Q9C0D5	PS50297;PS50088;PS50005;PS50293;
Q9C0D6	PS51444;
Q9C0D9	PS00379;
Q9C0E2	
Q9C0E4	PS50106;
Q9C0E8	
Q9C0F0	PS51916;PS51913;
Q9C0F1	
Q9C0F3	PS50805;PS00028;PS50157;
Q9C0G0	PS00028;PS50157;
Q9C0G6	
Q9C0H2	
Q9C0H9	
Q9C0I1	PS51339;
Q9C0I4	PS50092;
Q9C0J1	
Q9C0J8	PS50082;PS50294;
Q9C0J9	PS50888;PS51054;
Q9C0K0	PS00028;PS50157;
Q9C0K1	
Q9C0K7	PS50011;
Q9GZL7	PS00678;PS50082;PS50294;
Q9GZM5	
Q9GZM7	PS00524;PS50958;PS00639;
Q9GZM8	
Q9GZN0	PS50262;
Q9GZN1	
Q9GZN2	PS50071;
Q9GZN4	PS50240;PS00134;PS00135;
Q9GZN7	
Q9GZP0	PS01180;PS50278;
Q9GZP9	
Q9GZQ4	PS00237;PS50262;
Q9GZQ6	PS00237;PS50262;
Q9GZQ8	
Q9GZR1	PS50600;
Q9GZR2	
Q9GZR5	PS01188;
Q9GZS0	PS50294;
Q9GZS1	
Q9GZS3	PS00678;PS50082;PS50294;
Q9GZS9	
Q9GZT3	PS50102;
Q9GZT4	PS00165;
Q9GZT5	PS00246;
Q9GZT8	
Q9GZT9	PS51471;PS01360;PS50865;
Q9GZU1	
Q9GZU2	PS50804;PS00028;PS50157;
Q9GZU5	
Q9GZU7	PS50969;
Q9GZU8	
Q9GZV1	PS50297;PS50088;
Q9GZV3	PS50283;
Q9GZV4	PS00302;
Q9GZV5	PS01159;PS50020;
Q9GZV7	PS50835;PS01241;PS50963;
Q9GZV8	PS50280;PS00028;PS50157;
Q9GZV9	
Q9GZW8	
Q9GZX3	
Q9GZX5	PS50805;PS00028;PS50157;
Q9GZX6	PS00520;
Q9GZX7	PS00903;PS51747;
Q9GZX9	
Q9GZY0	PS51450;PS50177;PS51281;
Q9GZY6	
Q9GZY8	
Q9GZZ1	PS51186;
Q9GZZ6	PS00236;
Q9GZZ7	
Q9GZZ8	
Q9GZZ9	
Q9H000	PS50103;PS00518;PS50089;
Q9H008	
Q9H013	PS50215;PS00427;PS50214;PS01186;PS50026;PS00142;
Q9H015	PS50850;PS00216;
Q9H040	PS51908;PS00142;
Q9H063	
Q9H074	
Q9H078	PS50297;PS50088;
Q9H079	
Q9H081	
Q9H082	PS51419;
Q9H089	PS51721;
Q9H093	PS00107;PS50011;PS00108;
Q9H095	PS50096;
Q9H0A0	PS51186;
Q9H0A6	PS50096;PS50089;
Q9H0A8	PS51269;
Q9H0A9	
Q9H0B3	PS50096;
Q9H0B6	PS01160;PS50005;PS50293;
Q9H0B8	PS01010;PS50820;
Q9H0C1	PS01360;PS50865;
Q9H0C2	PS50920;
Q9H0C5	PS50097;
Q9H0C8	PS01032;PS51746;
Q9H0D2	PS51156;PS51293;PS00028;PS50157;
Q9H0D6	
Q9H0E2	PS50004;PS51140;
Q9H0E3	
Q9H0E7	PS00972;PS00973;PS50235;PS50271;
Q9H0E9	PS50014;
Q9H0F5	PS50089;
Q9H0F6	PS01358;PS50199;
Q9H0F7	PS51417;
Q9H0G5	
Q9H0H0	
Q9H0H3	PS50097;
Q9H0H5	PS50238;PS00479;PS50081;
Q9H0I2	PS51665;
Q9H0J4	
Q9H0J9	PS51059;PS50918;PS50103;
Q9H0K1	PS00107;PS50011;PS00108;PS50030;
Q9H0K6	PS50984;
Q9H0L4	PS50102;
Q9H0M0	PS50004;PS50237;PS01159;PS50020;
Q9H0M4	PS50812;PS51050;
Q9H0N0	PS51419;
Q9H0N5	
Q9H0P0	
Q9H0Q3	PS01310;
Q9H0R1	PS51072;
Q9H0R3	
Q9H0R5	PS51715;
Q9H0R6	
Q9H0R8	
Q9H0S4	PS00039;PS51192;PS51194;PS51195;
Q9H0T7	PS51419;
Q9H0U3	
Q9H0U4	PS51419;
Q9H0U6	
Q9H0V9	PS51328;
Q9H0W5	
Q9H0W8	
Q9H0W9	
Q9H0X6	PS00518;PS50089;
Q9H0X9	PS01013;PS50003;
Q9H0Y0	
Q9H0Z9	PS50102;
Q9H112	
Q9H115	
Q9H116	PS50097;PS00028;PS50157;
Q9H147	
Q9H156	PS51450;
Q9H159	PS00232;PS50268;
Q9H160	PS01359;PS50016;
Q9H161	PS00027;PS50071;PS50803;
Q9H165	PS00028;PS50157;
Q9H169	PS00563;PS01041;PS51663;
Q9H171	PS50139;
Q9H172	PS00211;PS50893;
Q9H173	
Q9H190	PS50106;
Q9H1A4	
Q9H1B4	PS51450;
Q9H1B5	
Q9H1B7	
Q9H1C4	
Q9H1D0	PS50297;PS50088;
Q9H1D9	
Q9H1E1	PS00127;
Q9H1E3	
Q9H1H9	PS00411;PS50067;
Q9H1I8	PS51140;
Q9H1J1	
Q9H1J5	PS00246;
Q9H1J7	PS00246;
Q9H1K0	PS50178;PS00028;PS50157;
Q9H1K1	
Q9H1K4	PS50920;
Q9H1M4	
Q9H1N7	
Q9H1P3	PS01013;
Q9H1P6	
Q9H1R2	PS00383;PS50056;PS50054;
Q9H1R3	PS00107;PS50011;PS00108;
Q9H1U9	PS50920;
Q9H1V8	PS00610;PS00754;PS50267;
Q9H1X1	
Q9H1Y0	
Q9H1Y3	PS00237;PS50262;PS00238;
Q9H201	PS50942;PS50330;
Q9H204	
Q9H211	
Q9H221	PS00211;PS50893;
Q9H222	PS50893;
Q9H223	PS00018;PS50222;PS50031;PS51718;
Q9H227	PS00653;
Q9H228	PS00237;PS50262;
Q9H237	
Q9H239	PS51642;PS00142;
Q9H244	PS50262;
Q9H251	PS00232;PS50268;
Q9H252	PS50042;
Q9H254	PS00019;PS00020;PS50021;PS50003;
Q9H255	PS00237;PS50262;
Q9H257	PS50209;
Q9H267	
Q9H269	
Q9H270	PS50236;PS50089;
Q9H293	
Q9H295	
Q9H299	PS51354;
Q9H2A2	PS00070;PS00687;
Q9H2A7	
Q9H2A9	
Q9H2B2	PS50004;
Q9H2B4	PS01130;PS50801;
Q9H2C0	PS50097;
Q9H2C1	PS00027;PS50071;PS00478;PS50023;
Q9H2C2	
Q9H2D1	PS50920;
Q9H2D6	PS50003;
Q9H2E6	PS51004;
Q9H2F3	
Q9H2F5	
Q9H2F9	
Q9H2G2	PS00107;PS50011;PS00108;PS50151;
Q9H2G4	
Q9H2G9	
Q9H2H0	PS51058;
Q9H2H8	PS00170;PS50072;
Q9H2H9	
Q9H2J4	
Q9H2J7	PS00610;PS00754;PS50267;
Q9H2K0	
Q9H2K2	PS50297;PS50088;PS51059;PS50105;
Q9H2K8	PS00107;PS50011;PS00108;
Q9H2L4	
Q9H2L5	PS50200;PS50951;
Q9H2M3	PS50970;
Q9H2M9	
Q9H2P0	PS50071;PS00028;PS50157;
Q9H2P9	
Q9H2R5	PS50240;PS00134;
Q9H2S1	
Q9H2S5	PS50188;PS00518;PS50089;
Q9H2S6	PS50869;
Q9H2S9	PS00028;PS50157;
Q9H2U1	PS00690;PS51192;PS51194;
Q9H2U2	PS00387;
Q9H2U9	PS50215;PS00427;PS50214;
Q9H2V7	PS50850;
Q9H2W1	
Q9H2W2	PS00027;PS50071;
Q9H2X0	PS50933;PS01208;PS50184;
Q9H2X3	PS00615;PS50041;
Q9H2X6	PS00107;PS50011;PS00108;
Q9H2X9	
Q9H2Y7	PS50082;PS50294;PS00028;
Q9H300	
Q9H305	PS51837;
Q9H306	PS00546;PS00024;PS51642;PS00142;
Q9H307	
Q9H310	
Q9H313	
Q9H320	
Q9H324	PS50215;PS50900;PS50092;PS00142;
Q9H329	PS00661;PS50057;
Q9H334	PS00658;PS50039;PS00028;
Q9H361	PS51309;PS50102;
Q9H3D4	PS00348;
Q9H3F6	PS50097;
Q9H3H1	
Q9H3H3	
Q9H3H5	
Q9H3J6	
Q9H3K2	
Q9H3K6	
Q9H3L0	
Q9H3M0	
Q9H3M7	
Q9H3N1	PS00194;PS51352;
Q9H3N8	PS00237;PS50262;
Q9H3P2	PS51838;
Q9H3P7	PS00880;PS51228;PS50866;
Q9H3Q1	PS50108;
Q9H3Q3	
Q9H3R0	PS51805;PS51184;PS51183;
Q9H3R1	
Q9H3R2	PS01186;PS50026;PS50024;
Q9H3R5	
Q9H3S1	PS51004;
Q9H3S3	PS00420;PS50240;PS00134;PS00135;
Q9H3S4	
Q9H3S7	PS51180;PS00383;PS50056;PS50055;
Q9H3T2	PS51004;
Q9H3T3	PS51004;
Q9H3U1	PS50005;PS50293;
Q9H3U5	PS50850;
Q9H3U7	PS00018;PS50222;PS51465;PS00484;PS51162;
Q9H3Y6	PS00107;PS50011;PS00109;PS50001;PS50002;
Q9H3Z4	PS00636;PS50076;
Q9H400	
Q9H410	
Q9H422	PS00107;PS50011;PS00108;
Q9H427	
Q9H444	
Q9H461	PS50038;PS50261;
Q9H467	PS51140;
Q9H469	
Q9H477	PS00584;
Q9H479	
Q9H488	
Q9H490	
Q9H492	
Q9H497	
Q9H4A3	PS50011;PS00108;
Q9H4A5	
Q9H4A6	
Q9H4A9	PS00869;PS51365;
Q9H4B0	
Q9H4B4	PS50078;PS00107;PS50011;PS00108;
Q9H4B6	PS50951;PS50020;
Q9H4B7	PS00227;PS00228;
Q9H4D0	PS50268;
Q9H4D5	PS50177;
Q9H4E5	PS51420;
Q9H4E7	PS50003;
Q9H4F1	
Q9H4F8	PS00018;PS51465;PS00484;PS51162;
Q9H4G0	PS00660;PS00661;PS50057;
Q9H4G4	PS01009;
Q9H4H8	
Q9H4I2	PS50071;
Q9H4I9	
Q9H4K7	PS51710;PS51883;
Q9H4L4	PS50600;
Q9H4L5	PS01013;PS50003;
Q9H4L7	PS51140;PS51192;PS51194;
Q9H4M3	PS51114;PS50181;
Q9H4M7	PS50003;
Q9H4M9	PS00018;PS50222;PS50031;PS51718;
Q9H4P4	PS00518;PS50089;PS51081;
Q9H4Q3	PS50280;PS00028;PS50157;
Q9H4Q4	PS50280;PS00028;PS50157;
Q9H4S2	PS00027;PS50071;
Q9H4T2	PS50804;PS00028;PS50157;
Q9H4W6	PS01345;
Q9H4X1	
Q9H4Y5	PS50405;PS50404;
Q9H4Z2	PS00028;PS50157;
Q9H4Z3	PS50020;
Q9H503	
Q9H553	
Q9H582	PS00028;PS50157;
Q9H583	
Q9H596	PS00383;PS50056;PS50054;
Q9H598	
Q9H5F2	
Q9H5H4	PS00028;PS50157;
Q9H5I1	PS00598;PS50013;PS50868;PS50867;PS51579;PS50280;
Q9H5I5	
Q9H5J4	PS01188;
Q9H5J8	
Q9H5K3	PS50011;
Q9H5N1	
Q9H5P4	PS50106;
Q9H5Q4	PS51689;
Q9H5U6	PS50216;PS00092;PS51999;
Q9H5V7	PS00028;PS50157;
Q9H5V8	
Q9H5V9	
Q9H5X1	
Q9H5Y7	PS51450;
Q9H5Z1	PS00690;PS51192;PS51194;
Q9H5Z6	
Q9H611	
Q9H633	
Q9H649	PS51686;
Q9H668	
Q9H672	PS50297;PS50088;PS50225;
Q9H694	PS50084;PS50105;
Q9H6B4	PS50835;
Q9H6B9	
Q9H6D3	
Q9H6D7	
Q9H6E4	
Q9H6E5	PS50102;
Q9H6H4	
Q9H6I2	PS50118;PS51516;
Q9H6J7	
Q9H6K1	
Q9H6L2	
Q9H6L4	
Q9H6L5	
Q9H6P5	
Q9H6Q3	PS50001;PS50002;
Q9H6Q4	
Q9H6R0	PS00690;PS51192;PS51194;
Q9H6R3	PS00455;
Q9H6R4	
Q9H6R6	PS50216;PS50002;
Q9H6R7	
Q9H6S0	PS50297;PS50088;PS51192;PS51194;PS51061;PS50882;
Q9H6S1	
Q9H6S3	PS01179;PS50002;
Q9H6T0	
Q9H6T3	PS50005;PS50293;
Q9H6U6	
Q9H6U8	
Q9H6W3	PS51184;
Q9H6X2	PS50234;
Q9H6Y7	PS50089;
Q9H6Z4	PS50196;
Q9H6Z9	PS51471;
Q9H706	
Q9H707	PS50805;PS00028;PS50157;
Q9H714	
Q9H741	
Q9H772	PS01225;
Q9H773	
Q9H777	
Q9H788	PS50001;
Q9H790	
Q9H792	PS50011;PS00109;
Q9H799	
Q9H7B2	PS50833;
Q9H7B4	PS51574;PS50280;PS01360;PS50865;
Q9H7C4	PS51842;
Q9H7D0	PS51650;PS51651;PS50002;
Q9H7D7	PS50897;PS50896;PS50082;PS50294;
Q9H7E2	PS50304;PS50030;
Q9H7E9	
Q9H7F0	PS00154;
Q9H7H0	
Q9H7L9	
Q9H7M9	PS50835;
Q9H7N4	
Q9H7P6	PS51498;PS51497;
Q9H7P9	PS50010;PS50003;
Q9H7S9	PS50157;
Q9H7T9	
Q9H7V2	
Q9H7X0	PS51186;
Q9H7X3	PS00028;PS50157;
Q9H7Z3	
Q9H7Z6	PS51726;
Q9H7Z7	PS00195;PS51354;PS50405;
Q9H808	PS50294;
Q9H813	
Q9H814	
Q9H816	
Q9H825	
Q9H832	PS50127;
Q9H840	PS52002;PS51938;
Q9H845	PS00072;PS00073;
Q9H867	
Q9H869	
Q9H871	PS50897;PS50896;PS51867;
Q9H875	
Q9H892	PS50005;PS50293;
Q9H8E8	PS51186;
Q9H8H2	PS00039;PS51192;PS51194;PS51195;
Q9H8H3	
Q9H8K7	PS00211;
Q9H8L6	PS50871;PS51041;
Q9H8M2	PS50014;
Q9H8M5	PS51371;PS51846;
Q9H8M7	
Q9H8M9	
Q9H8N7	PS00028;PS50157;
Q9H8P0	PS50244;
Q9H8S9	
Q9H8T0	PS50127;
Q9H8V3	PS50172;PS00741;PS50010;
Q9H8W4	PS50003;PS50178;
Q9H8W5	PS50194;PS50119;PS00518;PS50089;
Q9H8X2	
Q9H8X9	PS50216;
Q9H8Y5	PS50297;PS50088;PS00028;
Q9H8Y8	PS51865;
Q9H900	
Q9H902	
Q9H903	PS00767;
Q9H910	
Q9H936	PS50920;
Q9H944	
Q9H974	
Q9H977	PS50082;PS50294;
Q9H981	
Q9H987	PS50106;
Q9H992	PS51292;
Q9H993	
Q9H999	
Q9H9A5	
Q9H9A7	
Q9H9B1	PS50297;PS50088;PS50867;PS50280;
Q9H9B4	
Q9H9C1	
Q9H9D4	PS00028;PS50157;
Q9H9E1	PS50297;PS50088;
Q9H9E3	
Q9H9F9	PS00432;
Q9H9G7	PS50821;PS50822;
Q9H9H4	PS51314;
Q9H9J2	PS50137;
Q9H9J4	PS00972;PS00973;PS50235;
Q9H9K5	
Q9H9L4	
Q9H9L7	
Q9H9P2	PS50041;
Q9H9P5	PS50103;PS50089;
Q9H9P8	
Q9H9Q2	PS50250;
Q9H9Q4	
Q9H9S0	PS00027;PS50071;
Q9H9S5	
Q9H9T3	PS51186;PS51918;
Q9H9V4	PS50089;
Q9H9V9	PS51184;
Q9H9Y6	PS01166;
Q9H9Z2	PS51857;PS50158;
Q9HA38	
Q9HA47	
Q9HA64	
Q9HA65	PS50086;
Q9HA82	PS50922;
Q9HAB3	
Q9HAB8	
Q9HAC7	
Q9HAC8	PS50053;
Q9HAD4	PS00678;PS50082;PS50294;
Q9HAF1	
Q9HAI6	
Q9HAJ7	
Q9HAK2	PS01345;
Q9HAN9	
Q9HAP2	PS50888;
Q9HAP6	PS51022;PS50106;
Q9HAQ2	PS00411;PS50067;
Q9HAR2	PS00650;PS50227;PS50261;PS50221;PS51132;PS50228;
Q9HAS0	
Q9HAS3	
Q9HAT0	
Q9HAT2	
Q9HAT8	
Q9HAU0	PS50003;PS01159;PS50020;
Q9HAU4	PS50004;PS50237;PS01159;PS50020;
Q9HAU5	
Q9HAU8	
Q9HAV0	PS00678;PS50082;PS50294;
Q9HAV4	
Q9HAV5	PS00652;PS50050;
Q9HAV7	PS01071;
Q9HAW0	PS51134;
Q9HAW4	
Q9HAW7	PS00375;
Q9HAW8	PS00375;
Q9HAW9	PS00375;
Q9HAY6	
Q9HAZ1	PS00107;PS50011;PS00108;
Q9HAZ2	PS50280;PS00028;PS50157;
Q9HB03	PS01188;
Q9HB07	
Q9HB19	PS50003;
Q9HB20	PS50003;
Q9HB21	PS50003;
Q9HB29	PS50835;PS50104;
Q9HB55	PS00086;
Q9HB58	PS51414;PS50864;PS01359;PS50016;
Q9HB63	PS00022;PS01248;PS50027;PS51117;PS50189;
Q9HB65	PS51980;
Q9HB71	PS51203;PS51048;
Q9HB75	PS50017;PS51450;PS51145;
Q9HB89	PS00237;PS50262;
Q9HB90	
Q9HB96	
Q9HBA0	PS50297;PS50088;
Q9HBB8	PS00232;PS50268;
Q9HBD1	PS50103;PS00518;PS50089;
Q9HBE1	PS50097;PS00354;PS00028;PS50157;
Q9HBE4	
Q9HBE5	PS50853;PS01355;
Q9HBF4	PS50178;
Q9HBG4	
Q9HBG6	PS50082;PS50294;
Q9HBG7	PS50835;
Q9HBH0	PS51420;
Q9HBH1	
Q9HBH5	
Q9HBH7	
Q9HBH9	PS00107;PS50011;PS00108;
Q9HBI0	PS50021;
Q9HBI1	PS50021;
Q9HBI6	PS00086;
Q9HBJ8	PS52010;
Q9HBK9	
Q9HBL0	PS51182;PS51181;PS50001;PS00479;PS50081;
Q9HBL8	
Q9HBM0	
Q9HBM1	
Q9HBM6	
Q9HBR0	
Q9HBT6	PS00232;PS50268;
Q9HBT8	PS50805;PS00028;PS50157;
Q9HBU1	PS00027;PS50071;
Q9HBU6	
Q9HBV2	
Q9HBW0	PS00237;PS50262;
Q9HBW1	PS50835;PS51450;
Q9HBW9	PS00010;PS00018;PS01186;PS50026;PS01187;PS00650;PS50261;PS50221;
Q9HBX8	PS51450;
Q9HBX9	PS50262;PS01209;PS50068;PS51450;
Q9HBY0	PS51384;
Q9HBY8	PS51285;PS00107;PS50011;PS00108;
Q9HBZ2	PS50888;PS50112;
Q9HC07	PS01214;
Q9HC10	PS50004;
Q9HC16	PS00903;PS51747;
Q9HC21	PS50920;
Q9HC23	
Q9HC24	
Q9HC29	PS50209;PS51450;PS50837;
Q9HC35	PS00678;PS50082;PS50294;
Q9HC36	
Q9HC52	PS00598;PS50013;
Q9HC58	
Q9HC62	PS50600;
Q9HC73	PS50853;
Q9HC77	
Q9HC78	PS50097;PS00028;PS50157;
Q9HC84	PS01185;PS01225;PS01208;PS50184;PS51233;
Q9HC96	PS50203;PS00139;
Q9HC97	PS00237;PS50262;
Q9HC98	PS00107;PS50011;PS00108;
Q9HCB6	PS51019;PS51020;PS50092;
Q9HCC0	PS50989;PS50980;
Q9HCC8	PS51704;
Q9HCC9	PS50178;
Q9HCD5	
Q9HCD6	PS50297;PS50088;PS50005;PS50293;
Q9HCE0	
Q9HCE1	
Q9HCE5	PS51143;PS51592;
Q9HCE6	PS50010;
Q9HCE7	PS50004;PS50237;PS01159;PS50020;
Q9HCE9	
Q9HCF6	
Q9HCG7	
Q9HCG8	PS51366;
Q9HCH0	
Q9HCH3	PS50004;PS50234;
Q9HCH5	PS50004;PS50916;
Q9HCI5	PS50838;
Q9HCI7	PS50089;
Q9HCJ0	PS50030;
Q9HCJ1	
Q9HCJ2	PS50835;PS51450;
Q9HCK0	PS50097;PS00028;PS50157;
Q9HCK4	PS50853;PS50835;
Q9HCK5	PS50821;PS50822;
Q9HCK8	PS50013;PS51192;PS51194;
Q9HCL2	
Q9HCM1	
Q9HCM2	PS51004;
Q9HCM3	
Q9HCM4	PS00660;PS00661;PS50057;
Q9HCM9	PS50188;PS50119;PS00518;PS50089;
Q9HCN3	PS00022;PS01186;PS50026;
Q9HCN4	
Q9HCN6	
Q9HCP0	PS00107;PS50011;PS00108;
Q9HCP6	
Q9HCQ5	PS50231;
Q9HCQ7	
Q9HCR9	PS00126;PS51845;
Q9HCS2	PS00086;
Q9HCS4	PS50118;
Q9HCS7	
Q9HCU0	PS50041;PS01186;PS01187;
Q9HCU4	PS00010;PS00232;PS50268;PS00022;PS01186;PS50026;PS01248;PS50027;PS50227;PS50261;PS50221;PS50025;
Q9HCU5	PS50082;PS50294;
Q9HCU8	
Q9HCU9	
Q9HCX3	PS50805;PS00028;PS50157;
Q9HCX4	
Q9HCY8	
Q9HD15	
Q9HD20	PS00154;
Q9HD23	
Q9HD26	PS50106;
Q9HD34	
Q9HD36	PS50062;PS01080;PS01258;
Q9HD40	
Q9HD42	
Q9HD43	PS50853;PS00383;PS50056;PS50055;
Q9HD47	
Q9HD67	PS50057;PS50096;PS51456;PS51016;PS50003;
Q9HD89	
Q9HD90	PS50888;
Q9HDB5	PS50025;
Q9HDC5	
Q9HDC9	
Q9HDD0	PS51934;
Q9N2K0	
Q9NNW5	PS00678;PS50082;PS50294;
Q9NNW7	PS00076;
Q9NNX6	PS00615;PS50041;
Q9NP31	PS50001;
Q9NP50	
Q9NP55	
Q9NP56	PS00126;PS51845;
Q9NP58	PS50929;PS00211;PS50893;
Q9NP59	
Q9NP60	PS50835;PS50104;
Q9NP61	PS50115;
Q9NP62	PS50807;
Q9NP64	PS50126;PS50158;
Q9NP66	PS50118;
Q9NP70	
Q9NP71	PS50888;
Q9NP72	PS51419;
Q9NP73	PS50802;PS50304;
Q9NP74	
Q9NP77	
Q9NP78	PS50929;PS00211;PS50893;
Q9NP79	
Q9NP80	PS51635;
Q9NP81	PS50862;
Q9NP84	
Q9NP85	PS01270;
Q9NP86	PS00018;PS50222;
Q9NP87	PS50172;PS00522;
Q9NP90	PS51419;
Q9NP91	PS00610;PS00754;PS50267;
Q9NP94	
Q9NP95	PS00247;
Q9NP97	
Q9NP98	
Q9NP99	
Q9NPA0	
Q9NPA1	
Q9NPA2	PS51642;PS00142;
Q9NPA8	
Q9NPB1	
Q9NPB3	PS00018;PS50222;
Q9NPB6	PS51745;PS50106;
Q9NPB9	PS00237;PS50262;
Q9NPC1	PS50262;
Q9NPC2	
Q9NPC3	
Q9NPC4	
Q9NPC6	
Q9NPC7	PS50097;PS00028;PS50157;
Q9NPC8	PS00027;PS50071;
Q9NPD3	
Q9NPD5	PS51465;PS50850;
Q9NPD8	PS00183;PS50127;
Q9NPE2	
Q9NPE3	
Q9NPE6	PS51469;
Q9NPF0	PS01209;PS50068;
Q9NPF2	
Q9NPF4	PS01016;
Q9NPF5	
Q9NPF7	
Q9NPF8	PS50115;PS50003;
Q9NPG1	PS50038;PS50261;
Q9NPG2	PS01033;
Q9NPG3	
Q9NPG4	PS00232;PS50268;
Q9NPG8	PS50216;
Q9NPH0	PS00616;
Q9NPH2	
Q9NPH3	PS50835;PS50104;
Q9NPH5	PS51384;
Q9NPH9	PS00520;
Q9NPI0	
Q9NPI1	PS50014;
Q9NPI5	
Q9NPI6	
Q9NPI8	
Q9NPI9	
Q9NPJ1	
Q9NPJ3	
Q9NPJ4	
Q9NPJ6	
Q9NPJ8	PS50177;
Q9NPL8	
Q9NPP4	PS50209;PS50837;
Q9NPQ8	
Q9NPR2	PS51004;
Q9NPR9	
Q9NPY3	PS00010;PS50041;PS01186;PS50026;PS01187;
Q9NPZ5	
Q9NQ11	PS00154;
Q9NQ25	PS50835;
Q9NQ29	
Q9NQ30	PS51323;
Q9NQ31	
Q9NQ33	PS50888;
Q9NQ36	PS00010;PS01180;PS01186;PS50026;PS01187;
Q9NQ38	PS00282;PS51465;
Q9NQ40	
Q9NQ48	
Q9NQ50	
Q9NQ55	PS50833;
Q9NQ66	PS50004;PS50007;PS50008;
Q9NQ69	PS00027;PS50071;PS00478;PS50023;
Q9NQ75	PS50002;
Q9NQ76	
Q9NQ79	PS01187;
Q9NQ84	PS50259;
Q9NQ86	PS50188;PS51262;PS50853;PS50119;PS00518;PS50089;
Q9NQ87	PS50888;PS51054;
Q9NQ88	PS00175;
Q9NQ90	
Q9NQ92	
Q9NQ94	PS50102;
Q9NQA5	PS50297;PS50088;
Q9NQB0	PS50118;
Q9NQC1	PS51805;PS01359;PS50016;
Q9NQC3	PS50845;
Q9NQC7	PS00845;PS50245;PS00972;PS50235;
Q9NQC8	
Q9NQE9	PS51084;
Q9NQG1	
Q9NQG5	PS51391;
Q9NQG6	
Q9NQG7	
Q9NQH7	
Q9NQI0	PS00039;PS51192;PS51194;PS51195;
Q9NQL2	
Q9NQL9	PS40000;PS50809;
Q9NQM4	
Q9NQP4	
Q9NQQ7	
Q9NQR1	PS51571;PS50280;
Q9NQR4	PS50263;
Q9NQR9	
Q9NQS3	PS50835;
Q9NQS5	PS50262;
Q9NQS7	
Q9NQT4	
Q9NQT5	
Q9NQT8	PS00845;PS50245;PS00411;PS50067;
Q9NQU5	PS50108;PS00107;PS50011;
Q9NQV5	PS50280;
Q9NQV6	PS50280;PS00028;PS50157;
Q9NQV7	PS50806;PS50280;PS00028;PS50157;
Q9NQV8	PS50280;PS00028;PS50157;
Q9NQW1	PS00678;PS50082;PS50294;
Q9NQW5	PS50806;PS50280;
Q9NQW6	PS50003;
Q9NQW7	PS00491;
Q9NQW8	PS00888;PS00889;PS50042;
Q9NQX0	PS50280;PS00028;PS50157;
Q9NQX1	PS50280;PS00028;PS50157;
Q9NQX3	PS01078;PS01079;
Q9NQX4	PS51126;PS50096;PS51456;PS51844;
Q9NQX5	
Q9NQX7	PS50869;
Q9NQY0	PS51021;
Q9NQZ2	
Q9NQZ3	PS51890;PS50102;
Q9NQZ6	PS51896;
Q9NQZ7	PS01238;
Q9NQZ8	PS00028;PS50157;
Q9NR00	
Q9NR09	PS50143;PS50127;
Q9NR11	PS50805;PS00028;PS50157;
Q9NR12	PS00478;PS50023;PS50106;
Q9NR16	PS00420;PS50287;
Q9NR19	PS00455;
Q9NR20	PS00107;PS50011;PS00108;
Q9NR21	PS51059;PS50918;
Q9NR22	PS51678;
Q9NR23	PS00250;PS51362;
Q9NR28	
Q9NR30	PS51192;PS51194;PS51195;
Q9NR31	PS51422;
Q9NR33	
Q9NR34	
Q9NR45	PS50844;
Q9NR46	PS51021;PS50002;
Q9NR48	PS51215;PS51038;PS50014;PS50868;PS50280;PS01359;
Q9NR50	
Q9NR55	PS50217;PS00036;
Q9NR56	PS50103;
Q9NR61	PS00010;PS51051;PS00022;PS01186;PS50026;
Q9NR63	PS00086;
Q9NR71	
Q9NR80	PS00741;PS50010;PS50003;PS50002;
Q9NR81	PS00741;PS50010;PS50003;
Q9NR82	
Q9NR83	PS00028;PS50157;
Q9NR90	PS51890;PS50102;
Q9NR96	PS51450;PS50104;
Q9NR97	PS51450;PS50104;
Q9NR99	PS50835;
Q9NRA0	PS50146;
Q9NRA1	PS01180;PS50278;
Q9NRA2	PS50850;
Q9NRA8	
Q9NRB3	
Q9NRC1	
Q9NRC6	PS00019;PS00020;PS50021;PS50003;
Q9NRC8	PS50305;
Q9NRD1	PS51114;PS50181;
Q9NRD5	PS50870;PS50106;
Q9NRD8	PS00018;PS50222;PS51384;PS50292;
Q9NRD9	PS00018;PS50222;PS51384;PS50292;
Q9NRE1	PS00142;
Q9NRE2	PS00028;PS50157;
Q9NRF2	PS50001;
Q9NRF8	PS51273;
Q9NRF9	
Q9NRG0	
Q9NRG1	
Q9NRG4	PS50280;PS01360;PS50865;
Q9NRG9	PS00678;PS50082;PS50294;
Q9NRH2	PS00107;PS50011;PS00108;PS50030;
Q9NRH3	PS00227;
Q9NRI5	
Q9NRJ3	PS00472;
Q9NRJ4	PS50225;PS50082;PS50294;
Q9NRJ7	PS00232;PS50268;
Q9NRK6	PS50929;PS00211;PS50893;
Q9NRL2	PS00633;PS50014;PS50827;PS51136;PS01359;PS50016;
